,Summary,Custom field (Story Points),Assignee_count,Reporter_count,Creator_count
3358,monthly test of tickets related to UI changes and bug fixes (Apr. 2017),5.0,0.024971623155505107,0.4468864468864469,0.4441391941391941
3359,monthly test of tickets related to UI changes and bug fixes (May 2017),5.0,0.024971623155505107,0.4468864468864469,0.4441391941391941
3360,WISE single epoch source table integration(f17),10.0,0.24971623155505107,0.4468864468864469,0.4441391941391941
3361,SUIT integration and test ,40.0,0.24971623155505107,0.4468864468864469,0.4441391941391941
3362,SUIT(portal aspect) integration and test  in LSP deployment ,50.0,0.24971623155505107,0.4468864468864469,0.4441391941391941
3363,"SUIT integration and test for PDAC, pipelineQA ",80.0,0.24971623155505107,0.4468864468864469,0.4441391941391941
3364,SUIT integration and test  S20,100.0,0.24971623155505107,0.4468864468864469,0.4441391941391941
3365,SUIT integration and test F20,100.0,0.24971623155505107,0.4468864468864469,0.4441391941391941
3366,Firefly Python interfaces ,65.0,0.24971623155505107,0.4468864468864469,0.4441391941391941
3367,Python API and widget development to support visualization needs for Science Platform,50.0,0.0,0.4468864468864469,0.4441391941391941
3368,Jupyter widget development to support visualization needs,40.0,0.0,0.4468864468864469,0.4441391941391941
3369,Python API and Jupyter widget development to support visualization needs,50.0,0.24971623155505107,0.4468864468864469,0.4441391941391941
3370,Jupyter widget development to support pipelineQA and visualization needs,50.0,0.0,0.4468864468864469,0.4441391941391941
3371,development for commissioning DAC,160.0,0.24971623155505107,0.4468864468864469,0.4441391941391941
3372,development for commissioning DAC - part2,130.0,0.24971623155505107,0.4468864468864469,0.4441391941391941
3373,DAC deployment,130.0,0.24971623155505107,0.4468864468864469,0.4441391941391941
3374, lsst-dm-mac.lsst.org is inaccessible,0.5,0.13393870601589103,0.4065934065934066,0.4065934065934066
3375,Add parameters to squash dashboard,2.0,0.7298524404086265,0.6071428571428571,0.608058608058608
3376,Create chatops service to monitor QA metric values,4.0,0.8649262202043133,0.6071428571428571,0.608058608058608
3377,Deploy squash change required by SQuaRE Bot ,2.25,0.5550510783200908,0.5576923076923077,0.5576923076923077
3378,Improvements to diffim testing suite,8.0,0.09194097616345062,0.0695970695970696,0.0695970695970696
3379,Forced photometry and better assessments of diffim algorithms on simulations,12.0,0.09194097616345062,0.0695970695970696,0.0695970695970696
3380,More realistic PSFs in simulated images for diffim testing suite,8.0,0.09194097616345062,0.0695970695970696,0.0695970695970696
3381,Ingest HiTS calibration products and test on raw images,4.0,0.20998864926220204,0.09523809523809523,0.09432234432234432
3382,Document the work done on AP Pipeline so far,4.0,0.20998864926220204,0.09523809523809523,0.09432234432234432
3383,Produce calexps from raw HiTS dataset,6.0,0.20998864926220204,0.09523809523809523,0.09432234432234432
3384,Write and test iterative solution,6.0,0.40408626560726446,0.4706959706959707,0.4697802197802198
3385,Use standard difference image for iterative DCR solution,3.0,0.40408626560726446,0.4706959706959707,0.4697802197802198
3386,lsst-dev01 weeklies should include 2017 builds,1.0,0.7582292849035187,1.0,1.0
3387,Migrate Qserv provisioning scripts to heat,8.0,0.4177071509648127,0.3543956043956044,0.3543956043956044
3388,Metaclass for wrapped-template ABCs and class extension decorators,4.0,0.8286038592508513,0.9807692307692307,0.9807692307692307
3389,Remove trailing whitespace from boilerplate,0.5,0.4699205448354143,0.4358974358974359,0.4358974358974359
3390,Add warning about *Lib.py files,0.5,0.4699205448354143,0.4358974358974359,0.4358974358974359
3391,Make SConscript code snippets consistent,0.5,0.4699205448354143,0.4358974358974359,0.4358974358974359
3392,Minor cleanup of build_templates.py,0.5,1.0,0.8232600732600732,0.8232600732600732
3393,Deprecate DMTN-026,1.0,0.3337116912599319,0.8232600732600732,0.8232600732600732
3394,Refactor diffim tests code (simulations for algorithm testing),4.0,0.09194097616345062,0.0695970695970696,0.0695970695970696
3395,User Interface to emulate OCS,8.0,0.19977298524404086,0.14652014652014653,0.14652014652014653
3396,Implement Archive Controller,12.0,0.19977298524404086,0.14652014652014653,0.14652014652014653
3397,Testing archiving system in prep for this integration activity,22.0,0.19977298524404086,0.14652014652014653,0.14652014652014653
3398,Build command and event listeners that integrate with Level One messaging topology,34.0,0.19296254256526674,0.14652014652014653,0.14652014652014653
3399,Port DMTN-017 LaTeX document to technote platform,1.0,0.9125993189557321,0.6565934065934066,0.6538461538461539
3400,build_templates incorrectly adds a blank namespace,1.0,0.3337116912599319,0.2600732600732601,0.2600732600732601
3401,Research existing tools for monitoring,4.0,0.06583427922814983,0.03205128205128205,0.03205128205128205
3402,Segmentation fault from writing dotted FITS header keywords,4.0,0.7582292849035187,0.13278388278388278,0.13278388278388278
3403,Implement alert_stream monitoring tool,10.0,0.06583427922814983,0.03205128205128205,0.03205128205128205
3404,Draft alert distribution tests,6.0,0.06583427922814983,0.03205128205128205,0.03205128205128205
3405,Fix octal umask handling in ctrl_pool,1.0,0.5675368898978433,0.5009157509157509,0.5009157509157509
3406,Create Pegasus plugin for Orca,16.0,0.4188422247446084,0.23443223443223443,0.21245421245421245
3407,Remove Logger dependency and deprecated plugins from Orchestration,4.0,0.4188422247446084,0.23443223443223443,0.21245421245421245
3408,"cannot run singleFrameDriver on hsc data with python3 due to ""__builtin__.str"" in *Mapper.paf",1.0,0.5675368898978433,0.5009157509157509,0.5009157509157509
3409,Allow keeping .i files in build_templates.py,0.5,1.0,0.8232600732600732,0.8232600732600732
3410,Support proper motions in reference catalogs,14.0,1.0,0.13278388278388278,0.13278388278388278
3411,Fix accounting for fraction of successful measurements,1.0,0.11577752553916004,0.09615384615384616,0.09615384615384616
3412,Investigate using NMF for deblender,6.0,0.3337116912599319,0.2600732600732601,0.2600732600732601
3413,Butler mapper issue in validate_drp since Jenkins build 663,1.0,0.7582292849035187,0.6565934065934066,0.6538461538461539
3414,Creates a basic download dialog based on selected rows.,6.0,0.2383654937570942,0.07692307692307693,0.07875457875457875
3415,Implement versioning in SQuaSH REST API,1.4,0.7298524404086265,0.5576923076923077,0.5576923076923077
3416,"Reference catalog proper motions, parallaxes and errors",40.0,0.7582292849035187,0.44047619047619047,0.4413919413919414
3417,Create a Unit test for ImageHeader class,2.0,0.10556186152099886,0.047619047619047616,0.04945054945054945
3418,ci_hsc is broken,1.0,0.16572077185017026,0.13278388278388278,0.13278388278388278
3419,"LeastSqFitter1d(..., unsigned int order) should be signed",0.5,0.20998864926220204,0.8232600732600732,0.8232600732600732
3420,Initial discussions with DM Project Engineer about files in LSST,6.0,0.1543700340522134,0.1163003663003663,0.09340659340659341
3421,Create a Unit test for ImagePlot class,2.0,0.10556186152099886,0.047619047619047616,0.04945054945054945
3422,Create a Unit test for Rotate class,5.0,0.10556186152099886,0.047619047619047616,0.04945054945054945
3423,Wrap datarel with pybind11,0.5,0.2054483541430193,0.21428571428571427,0.21428571428571427
3424,Wrap ctrl_pool with pybind11,0.1,0.2054483541430193,0.21428571428571427,0.21428571428571427
3425,Wrap ctrl_platform_gordon with pybind11,0.1,0.2054483541430193,0.21428571428571427,0.21428571428571427
3426,Optimize template engine used in configuration tool,4.0,0.0,0.3543956043956044,0.3543956043956044
3427,Wrap ctrl_platform_lsst with pybind11,0.1,0.2054483541430193,0.21428571428571427,0.21428571428571427
3428,Wrap ctrl_execute with pybind11,0.1,0.2054483541430193,0.21428571428571427,0.21428571428571427
3429,Disable locking in shared-stack.py,1.0,0.7582292849035187,1.0,1.0
3430,Wrap ctrl_orca with pybind11,0.1,0.2054483541430193,0.21428571428571427,0.21428571428571427
3431,Wrap display_ds9 with pybind11,3.0,1.0,0.21428571428571427,0.21428571428571427
3432,Wrap ctrl_provenance with pybind11,0.1,0.2054483541430193,0.21428571428571427,0.21428571428571427
3433,Wrap shapelet with pybind11,5.0,0.2054483541430193,0.21428571428571427,0.21428571428571427
3434,Wrap skymap with pybind11,2.0,1.0,0.21428571428571427,0.21428571428571427
3435,First round of requirements mapped to vendor products,20.0,0.2122587968217934,0.13003663003663005,0.13003663003663005
3436,GPFS operations and monitoring,10.0,0.3166855845629966,0.13003663003663005,0.13003663003663005
3437,Plan announcement and follow up nagging,5.0,0.17480136208853575,0.13003663003663005,0.13003663003663005
3438,Determine necessary hardware components and connections,1.0,0.03859250851305335,0.13003663003663005,0.13003663003663005
3439,Upgrade pybind11 to version 2.x,2.0,0.2054483541430193,0.21428571428571427,0.21428571428571427
3440,Add height of CCDs to camera geometry specification,6.0,0.11577752553916004,0.08516483516483517,0.08424908424908426
3441,Investigate if  MariaDB 10.1+ DynamicField() can be used for storing JSON blobs,2.0,0.7298524404086265,0.5576923076923077,0.5576923076923077
3442,Document microservice creation for api.lsst.codes,4.0,0.8649262202043133,0.6071428571428571,0.608058608058608
3443,Deeper understanding of what exactly jointcal is doing,30.0,0.40408626560726446,0.5009157509157509,0.5009157509157509
3444,Use Gaia to compare absolute astrometry post-jointcal on HSC,8.0,0.5675368898978433,0.5009157509157509,0.5009157509157509
3445,Create new HSC calibs,4.0,0.16572077185017026,0.13278388278388278,0.13278388278388278
3446,Improve container build in Jenkins,5.0,0.4177071509648127,0.3543956043956044,0.3543956043956044
3447,jenkins slave segv,0.75,0.5550510783200908,0.4065934065934066,0.4065934065934066
3448,Write JUNIT test cases for IPAC table reading,10.0,0.024971623155505107,0.0173992673992674,0.0173992673992674
3449,Evaluate time series enterprise monitoring platforms,4.0,0.07377979568671963,0.8745421245421245,0.9010989010989011
3450,Install and configure monitoring platform and client,4.0,0.07377979568671963,0.8745421245421245,0.9010989010989011
3451,Prototype LSST system monitoring dashboard,4.0,0.07377979568671963,0.8745421245421245,0.9010989010989011
3452,remove jenkins hipchat notifications,1.0,0.5550510783200908,0.4065934065934066,0.4065934065934066
3453,Configure and test performance thresholds,4.0,0.07377979568671963,0.8745421245421245,0.9010989010989011
3454,Incorporate additional services into the service catalog,13.0,0.07377979568671963,0.8745421245421245,0.9010989010989011
3455,Incorporate information security plan into service catalog,12.0,0.07377979568671963,0.8745421245421245,0.9010989010989011
3456,First-order reconciliation of internal service architecture with high-level services,14.0,0.07377979568671963,0.8745421245421245,0.9010989010989011
3457,Install supporting services,12.0,0.2122587968217934,0.8745421245421245,0.9010989010989011
3458,Design transfer mechanism for DR tool.,5.0,0.2122587968217934,0.8745421245421245,0.9010989010989011
3459,Monitor Globus transfer tasks,14.0,0.2122587968217934,0.8745421245421245,0.9010989010989011
3460,Process refinement and improvement.,10.0,0.2122587968217934,0.8745421245421245,0.9010989010989011
3461,Service Management & Emergent Work  (December) ,5.0,0.17480136208853575,0.09065934065934066,0.09065934065934066
3462,Change SQuaSH to store JSON as a BLOB/TEXT in MariaDB 10.1+,2.8,0.7298524404086265,0.5576923076923077,0.5576923076923077
3463,DM-wide replanning - December: further development of NCSA WBS,80.0,0.1112372304199773,0.3076923076923077,0.3067765567765568
3464,"Ops planning - December: assess reviewers feedback, consider descope options ",10.0,0.1112372304199773,0.3076923076923077,0.3067765567765568
3465,Commissioning planning - December: contributions to commissioning plan document,10.0,0.060158910329171394,0.3076923076923077,0.3067765567765568
3466,Ops planning - January,10.0,0.1112372304199773,0.3076923076923077,0.3067765567765568
3467,Commissioning planning - January,12.0,0.060158910329171394,0.3076923076923077,0.3067765567765568
3468,DM-wide replanning - January,60.0,0.1112372304199773,0.3076923076923077,0.3067765567765568
3469,migrate squash production DB to MariaDB 10.1.x,0.5,0.5550510783200908,0.4065934065934066,0.4065934065934066
3470,purge unused jenkins plugins / fully manage all plugins,2.333,0.5550510783200908,0.4065934065934066,0.4065934065934066
3471,jenkins master unstable,2.5,0.5550510783200908,0.4065934065934066,0.4065934065934066
3472,Remove dependency on CAT package and make database setup optional,4.0,0.4188422247446084,0.23443223443223443,0.21245421245421245
3473,ctrl_stats fails tests in 2017,1.0,0.4188422247446084,0.7976190476190477,0.7994505494505495
3474,ctrl_stats doesn't calculate year to next year progress properly,8.0,0.4188422247446084,0.23443223443223443,0.21245421245421245
3475,Use an existing qserv_run_dir with a new Qserv instance/binary,4.0,0.4177071509648127,0.3543956043956044,0.3543956043956044
3476,evaluate creation / installation of eups distrib 'tarball' packages,1.3330000000000002,0.5550510783200908,0.4065934065934066,0.4065934065934066
3477,Add TE1 and TE2 KPMs to validate_drp using code developed in DM-3040,10.0,0.11577752553916004,0.09615384615384616,0.09615384615384616
3478,Plot the data flow of a jointcal example,3.0,0.49375709421112374,0.43956043956043955,0.43864468864468864
3479,Plan Prototype Warped Image Comparision,10.0,0.300794551645857,0.43315018315018317,0.43315018315018317
3480,Update developer guide to describe package build directory,1.0,0.08626560726447219,0.5009157509157509,0.5009157509157509
3481,Update eupspkg to support _build/ directory,4.0,0.9897843359818388,0.5009157509157509,0.5009157509157509
3482,Update existing packages to reflect _build/ directory and .gitignore entries,2.0,0.0,0.5009157509157509,0.5009157509157509
3483,Original plot does not abort and over writes active plot,5.0,0.27809307604994327,0.0173992673992674,0.0173992673992674
3484,Change warpImage and warpExposure to take shared_ptrs,2.0,0.0,0.9807692307692307,0.9807692307692307
3485,Create NMF deblender plugin,16.0,0.3337116912599319,0.2600732600732601,0.2600732600732601
3486,fix lsst-sims installation instructions on pipelines.lsst.io,0.2,0.9125993189557321,0.019230769230769232,0.019230769230769232
3487,Set darktime in makeRawVisitInfo,0.5,0.16572077185017026,0.13278388278388278,0.13278388278388278
3488,Update singleFrameDriver following changes to reference catalogs,0.5,0.16572077185017026,0.13278388278388278,0.13278388278388278
3489,Extend Alert Production prototype with new index type,8.0,0.4733257661748014,0.23809523809523808,0.23626373626373626
3490,Performance plots with AP prototype on SSD,4.0,0.4733257661748014,0.23809523809523808,0.23626373626373626
3491,Documenting using emoji reactions in GitHub code reviews,0.5,0.9125993189557321,0.6565934065934066,0.6538461538461539
3492,Create deprecation decorator and doc update,4.0,0.08626560726447219,0.2600732600732601,0.2600732600732601
3493,Add deprecation procedure to dev guide,1.0,0.08626560726447219,0.2600732600732601,0.2600732600732601
3494,Small bug in describing the usesimplePsf config var for charImgTask ,1.0,0.7582292849035187,0.01282051282051282,0.01282051282051282
3495,Create cookiecutter template for api.lsst.codes microservices,3.0,0.8649262202043133,0.6071428571428571,0.608058608058608
3496,obs_cfht table file uses envAppend,1.0,0.16572077185017026,0.13278388278388278,0.13278388278388278
3497,Wrap new Footprints with pybind11 and create python unit test,8.0,0.3348467650397276,0.20238095238095238,0.20238095238095238
3498,evaluate creation / installation of eups distrib 'tarball' packages #2,3.25,0.5550510783200908,0.4065934065934066,0.4065934065934066
3499,Implement bokeh apps helper methods to read data from the SQUASH API,6.4,0.7298524404086265,0.5576923076923077,0.5576923076923077
3500,BaseSourceSelector._isBad() should use Keys instead of string fields,2.0,0.0,0.5009157509157509,0.5009157509157509
3501,writing jointcal output is slow due to dataRef lookup,2.0,0.5675368898978433,0.5009157509157509,0.5009157509157509
3502,unset BASH_ENV in newinstall.sh or surrounding instructions,1.0,0.18047673098751418,0.0009157509157509158,0.0009157509157509158
3503,Revise Python Style Guide for RFC-107 (79 character docstring lengths),1.0,0.9897843359818388,0.6565934065934066,0.6538461538461539
3504,Incorrect binning in overscan spline interpolation,0.5,0.16572077185017026,0.13278388278388278,0.13278388278388278
3505,Delete Crop.java and CropTest.java ,0.2,0.24971623155505107,0.047619047619047616,0.04945054945054945
3506,Automatic Mask overlays,10.0,0.27809307604994327,0.2490842490842491,0.2490842490842491
3507,Test/implement which badFlags are appropriate for matcherSourceSelector,4.0,0.0,0.1346153846153846,0.13553113553113552
3508,Transfer content from SWUG pages to PLI (pipelines.lsst.io),10.0,0.0,0.01282051282051282,0.01282051282051282
3509,SQL constraint catalog search doesn't work,4.0,0.0340522133938706,0.10347985347985347,0.10256410256410256
3510,wmgr database connection leak,2.0,0.4733257661748014,0.23809523809523808,0.23626373626373626
3511,Fix plotAMx display of spec,0.1,0.11577752553916004,0.09615384615384616,0.09615384615384616
3512,Bootstrapper microservice,8.0,0.8649262202043133,0.6071428571428571,0.608058608058608
3513,Rebase pybind11 branch onto latest master,2.0,0.2054483541430193,0.21428571428571427,0.21428571428571427
3514,Open up LSST software mailing lists,1.0,0.09534619750283768,0.08241758241758242,0.08333333333333333
3515,Publish Winter 2014 binaries,3.0,0.09534619750283768,0.08241758241758242,0.08333333333333333
3516,Update PhoSim tutorial to use CatSim for creating instance catalogs,2.0,0.01021566401816118,0.008241758241758242,0.008241758241758242
3517,jenkins slave password exposed in process table,4.5,0.5550510783200908,0.4065934065934066,0.4065934065934066
3518,Find & archive José Garmilla's S/G separation code,2.0,0.04767309875141884,1.0,1.0
3519,Fix & document S/G code,5.0,0.04767309875141884,1.0,1.0
3520,Wrap clone for all table classes,0.5,0.2054483541430193,0.21428571428571427,0.21428571428571427
3521,Check uses of darktime for NAN,1.0,0.16572077185017026,0.13278388278388278,0.13278388278388278
3522,Shared stack build failures on lsst-dev01,1.0,0.7582292849035187,1.0,1.0
3523,git-lfs related lsstsw installation error on macOS Sierra,0.375,0.5550510783200908,0.6565934065934066,0.6538461538461539
3524,Update dev guide to clarify C++ construction syntax (implements RFC-242),1.0,0.8286038592508513,0.9807692307692307,0.9807692307692307
3525,Microservice bootstrapper doesn't handle maketrans() correctly,1.0,0.8649262202043133,0.6071428571428571,0.608058608058608
3526,Investigate stack-like installation requirements for Pegasus,3.0,0.17480136208853575,0.43956043956043955,0.43864468864468864
3527,Make simpleShape less chatty,0.5,0.16572077185017026,0.13278388278388278,0.13278388278388278
3528,Refactor FileInfo and FileData classes into one class,3.0,0.27809307604994327,0.2490842490842491,0.2490842490842491
3529,Re-enable MKL/OpenBLAS,1.0,0.16572077185017026,0.13278388278388278,0.13278388278388278
3530,Add 2-d version of cppIndex,0.5,1.0,0.8232600732600732,0.8232600732600732
3531,Drivers should be able to be made less verbose about eups,1.0,0.16572077185017026,0.5009157509157509,0.5009157509157509
3532,Investigate downcasting of Table and Record types in pybind11,2.0,0.8286038592508513,0.9807692307692307,0.9807692307692307
3533,Advanced study on k8s (kubernetes),10.0,0.4177071509648127,0.3543956043956044,0.3543956043956044
3534,Create common S3 upload/interface Python package for LSST the Docs microservices and clients,3.7,0.9125993189557321,0.6565934065934066,0.6538461538461539
3535,Add LTD Dasher interaction into LTD Keeper,6.0,0.9125993189557321,0.6565934065934066,0.6538461538461539
3536,LTD Dasher: create microservice skeleton,1.8,0.9125993189557321,0.6565934065934066,0.6538461538461539
3537,Implement MVP for edition and build static dashboards in LTD Dasher,14.5,0.9125993189557321,0.6565934065934066,0.6538461538461539
3538,Amend Python test naming guidelines in Developer Guide Following RFC-229,1.0,0.4699205448354143,0.6565934065934066,0.6538461538461539
3539,"Firefly IPAC table reader should handle data type ""real""",1.0,0.24971623155505107,0.4468864468864469,0.0173992673992674
3540,Connection strings in imgserv should come from a config file. ,20.0,0.12145289443813848,0.07783882783882784,0.07783882783882784
3541,Process the HSC RC dataset with the latest hscPipe 4.0.5,5.0,0.29284903518728717,0.2078754578754579,0.2078754578754579
3542,"SourceDetectionTask should only add flags.negative if config.thresholdParity == ""both""",1.0,0.14982973893303064,0.08516483516483517,0.08424908424908426
3543,Setup and configure ESXi on lsst-dm-mac-2,2.5,0.13393870601589103,0.09706959706959707,0.09706959706959707
3544,Create MacOS Sierra VM for ESXi.,3.0,0.13393870601589103,0.09706959706959707,0.09706959706959707
3545,"Update, upgrade and thin VMs on the Mac Pro ESXis",1.0,0.13393870601589103,0.09706959706959707,0.09706959706959707
3546,"Update post_qa to shim blobs, measurement metadata and metric definitions to SQUASH API",3.2,0.7298524404086265,0.5576923076923077,0.5576923076923077
3547,Generate full set of HSC PSF-matched temp exps for testing,6.0,0.300794551645857,0.43315018315018317,0.43315018315018317
3548,reorder butler init to be more incremental when building Repositories,6.0,0.337116912599319,0.26373626373626374,0.2619047619047619
3549,Make indexed reference loader agnostic to ingest name,2.0,0.38819523269012485,0.44047619047619047,0.4413919413919414
3550,Reimplement model/residuals display for CModel,1.0,0.8286038592508513,0.9807692307692307,0.9807692307692307
3551,Remove or revive bitrotted code in meas_modelfit,2.0,0.8286038592508513,0.9807692307692307,0.9807692307692307
3552,change CameraMapper to not migrate backups from parent repositories to the output folder,3.0,0.337116912599319,0.26373626373626374,0.2619047619047619
3553,Enable autolinking in Doxygen,1.0,0.4699205448354143,0.4358974358974359,0.4358974358974359
3554,Add flags for sources used in astrometric and photometric calibration,5.0,0.14982973893303064,0.9807692307692307,0.9807692307692307
3555,update jenkins osx build slave configuration,3.25,0.5550510783200908,0.4065934065934066,0.4065934065934066
3556,Run singleFrameDriver with the HSC COSMOS dataset on Verification Cluster,3.0,0.49375709421112374,0.43956043956043955,0.43864468864468864
3557,DarkCombineTask broken,0.5,0.16572077185017026,0.13278388278388278,0.13278388278388278
3558,Add deprecation_warning capability to upstream pybind11,2.0,0.0,0.21428571428571427,0.21428571428571427
3559,Check int vs float interoperability in pybind11 afw.geom,1.0,0.8286038592508513,0.9807692307692307,0.9807692307692307
3560,Option to apply all images in image rotation panel is inconsistent with the use of the lock feature,2.0,0.0,0.10347985347985347,0.10256410256410256
3561,Create test suite for pipe_drivers,6.0,0.0,0.13278388278388278,0.13278388278388278
3562,"Add metadata access to get wcs, visitInfo, and calib from a calexp dataset",8.0,0.337116912599319,0.26373626373626374,0.2619047619047619
3563,Copy PS1 catalog to /datasets,0.25,0.49375709421112374,0.13278388278388278,0.13278388278388278
3564,Per WBS breakout of DRP actuals for December 2016,1.0,0.7582292849035187,1.0,1.0
3565,Audit pybind11 port for outstanding technical debt,3.0,0.8286038592508513,1.0,1.0
3566,Fix memory leak in SpanSets Persistence,0.5,0.3348467650397276,0.20238095238095238,0.20238095238095238
3567,adapt jenkins to lsst-dev[-old] retirement,4.75,0.5550510783200908,0.4065934065934066,0.4065934065934066
3568,Create chatops service for cookiecutter microservice,3.0,0.8649262202043133,0.6071428571428571,0.608058608058608
3569,Experiment with ProcessPoolExecutor for reading/writing jointcal results,4.0,0.5675368898978433,0.5009157509157509,0.5009157509157509
3570,Chart container tracking an active table in a table group,8.0,0.2383654937570942,0.12545787545787546,0.12545787545787546
3571,Check data loading speed for ForcedSources,2.0,0.4733257661748014,0.23809523809523808,0.23626373626373626
3572,lsstsw/bin/deploy broken due to missing conda package versions,0.25,0.5550510783200908,0.4065934065934066,0.4065934065934066
3573,Make standard measurement algorithms less chatty,2.0,0.0,0.13278388278388278,0.13278388278388278
3574,Keep LS as only periodogram calculation option,2.0,0.0170261066969353,0.10347985347985347,0.10256410256410256
3575,Backup and get service for lsst-dm-mac,1.0,0.13393870601589103,0.09706959706959707,0.09706959706959707
3576,labels for tab were cutoff a little at the bottom,2.0,0.15664018161180476,0.4468864468864469,0.4441391941391941
3577,"testExposure.testGetWcs docstring is wrong, and tests should be assertIsNone",2.0,0.20998864926220204,0.5009157509157509,0.5009157509157509
3578,Remove RFD options from JIRA RFC,0.2,0.18047673098751418,0.7976190476190477,0.7994505494505495
3579,Modify community as needed to support RFDs,0.2,0.9125993189557321,0.7976190476190477,0.7994505494505495
3580,Add post-repository-creation hooks to cookiecutter services,6.0,0.8649262202043133,0.6071428571428571,0.608058608058608
3581,Add Python property guidelines to dev guide,1.0,0.8286038592508513,0.9807692307692307,0.9807692307692307
3582,Move pybind11 how-to technote to dev guide,5.0,0.2054483541430193,0.9807692307692307,0.9807692307692307
3583,Kubernetes setup and knowledge transfer,8.0,0.4188422247446084,0.23443223443223443,0.21245421245421245
3584,Create a simplified workflow based on the ciHsc workflow,0.5,0.49375709421112374,0.43956043956043955,0.43864468864468864
3585,"Fix ""default"" refcat filter in jointcal.run()",4.0,0.5675368898978433,0.5009157509157509,0.5009157509157509
3586,Attend LSST Calibration Workshop at Harvard,4.0,0.2814982973893303,0.20695970695970695,0.20695970695970695
3587,Add more periodogram algorithms to the Time Series Viewer,8.0,0.0340522133938706,0.10347985347985347,0.10256410256410256
3588,Fix lsst-sphinx-bootstrap-theme deployment,0.5,0.9125993189557321,0.6565934065934066,0.6538461538461539
3589,Update mariadb eups packages,1.0,0.5743473325766175,0.9459706959706959,0.34798534798534797
3590,Merge pybind11 branches to master,0.5,0.2054483541430193,0.9807692307692307,0.9807692307692307
3591,Update the import package in LSSTFileGroupProcessor,0.5,0.10556186152099886,0.047619047619047616,0.04945054945054945
3592,PUB JIRA tickets never resolve,0.15,0.18047673098751418,0.7976190476190477,0.7994505494505495
3593,Make SpanSet operator templates more generic,2.0,0.3348467650397276,0.20238095238095238,0.20238095238095238
3594,Make sqrbot reply to interlocutor,1.0,0.8649262202043133,0.6071428571428571,0.608058608058608
3595,Investigate isotropic footprint growing/dilating behavior: HSC vs. LSST,5.0,0.29284903518728717,0.2078754578754579,0.2078754578754579
3596,Investigate distribution of footprint sizes: HSC vs. LSST,5.0,0.29284903518728717,0.2078754578754579,0.2078754578754579
3597,Create ellipticity residuals quiver plots,5.0,0.29284903518728717,0.2078754578754579,0.2078754578754579
3598,Provide Task documentation for DipoleMeasurementTask,2.0,0.02043132803632236,0.08516483516483517,0.08424908424908426
3599,Investigate source of systematic difference of model psf trace radii: HSC vs. LSST,5.0,0.29284903518728717,0.2078754578754579,0.2078754578754579
3600,Add rotator information to HSC VisitInfo,8.0,0.11577752553916004,0.08058608058608059,0.08058608058608059
3601,Determine strategy for dealing with butler proxies in pybind11,6.0,0.2054483541430193,0.9807692307692307,0.9807692307692307
3602,the bias ingestion should not care about the filter ,1.0,0.49375709421112374,0.43956043956043955,0.43864468864468864
3603,eups distrib: qserv_testdata is not setup,0.375,0.5550510783200908,0.4065934065934066,0.4065934065934066
3604,Near-term calexp cutout API for imgserv,10.0,0.12145289443813848,0.07783882783882784,0.07783882783882784
3605,Failure to persist footprints with SOURCE_IO_NO_HEAVY_FOOTPRINTS,2.0,0.0,1.0,1.0
3606,Investigate and resolve disk space/quota issues,4.0,0.2122587968217934,0.8745421245421245,0.9010989010989011
3607,Wrap astshim using pybind11,4.0,1.0,0.8232600732600732,0.8232600732600732
3608,Convert validateDrp.py into a monolithic SuperTask (MVP),1.0,0.9125993189557321,0.6565934065934066,0.6538461538461539
3609,Provide Task documentation for PsfMatchTask,4.0,0.02043132803632236,0.08516483516483517,0.08424908424908426
3610,matcherSourceSelector incorrectly uses nChild and footprints in isMultiple test.,1.0,0.24858115777525538,0.1346153846153846,0.13553113553113552
3611,Investigate slow linking of pybind11 modules,2.0,0.8286038592508513,0.9807692307692307,0.9807692307692307
3612,Fix broken travis-ci,2.0,0.4177071509648127,0.3543956043956044,0.3543956043956044
3613,streamline generation of qserv_latest eupspkgs,1.25,0.5550510783200908,0.4065934065934066,0.4065934065934066
3614,Make SGS: plotsScript.py: makeRachelPlots work!,4.0,0.04767309875141884,0.020146520146520148,0.020146520146520148
3615,qserv_distrib does not setup qserv_testdata,0.5,0.5550510783200908,0.4065934065934066,0.4065934065934066
3616,Configure system,3.0,0.3166855845629966,0.8745421245421245,0.9010989010989011
3617,Respond to user cofiguration needs,2.0,0.3166855845629966,0.8745421245421245,0.9010989010989011
3618,Security Vetting,2.0,0.2122587968217934,0.8745421245421245,0.9010989010989011
3619,Provide Task documentation for ImagePsfMatchTask,2.0,0.02043132803632236,0.08516483516483517,0.08424908424908426
3620,Apply second round of Robert's LDM-151 comments,8.0,0.34506242905788875,0.2902930402930403,0.2902930402930403
3621,Act on Robert and Zeljko's requests for tweaks LDM-151 from yesterday's chat,4.0,0.34506242905788875,0.2902930402930403,0.2902930402930403
3622,Refactor astshim so objects hold a unique_ptr to the underlying AST object and are non-copyable,6.0,1.0,0.8232600732600732,0.8232600732600732
3623,Move fromDbToTruth.py from sgs -> sgsupervised and merge in contents of makeTrainSet.py,1.0,0.04767309875141884,0.020146520146520148,0.020146520146520148
3624,bulk rename of jointcal variables,2.0,0.5675368898978433,0.5009157509157509,0.5009157509157509
3625,Include CBP coordinate transformation system in LDM-151,2.0,0.34506242905788875,1.0,1.0
